"pwsid","a_int.identified_as_disadvantaged","pw_int_hh.percent_pre_1960s_housing_lead_paint_indicator","pw_int_pop.low_life_expectancy_percentile"
"WA5394170",0,4,42
"WA5394350",0.36,36,42.88
"WA5394475",0,37,9
"WA5394650",0,NA,NA
"WA5394830",1,NA,NA
"WA5394900",0.63,7,33.87
"WA5394910",1,5,35
"WA5394930",0,17,1
"WA5394935",0,2,53
"WA5394942",0,9,9
"WA5394950",0,27,4
"WA5395047",1,20,27
"WA5395057",0,NA,NA
"WA5395123",0,1,56
"WA5395150",0,NA,35
"WA5395167",0,32,46.07
"WA5395240",1,36,46
"WA5395300",0,17,82
"WA5395375",0,3,36
"WA5395450",0,5,22
"WA5395700",0.94,15,48.76
"WA5395750",0,22,45
"WA5395900",0,10,4.17
"WA5395904",0,14,8.98
"WA5395910",0,7,13.44
"WA5395914",1,13,30
"WA5395915",1,13,30
"WA5395942",0,NA,NA
"WA5396042",0,9,9
"WA5396050",0,10,65
"WA5396070",0,9,31
"WA5396095",0,NA,NA
"WA5396100",0,4,25
"WA5396350",0,29,0
"WA5396527",0,NA,NA
"WA5396550",0,34,20
"WA5396580",0,6,50.66
"WA5396601",0.02,12,34.46
"WA5396700",0.8,13,30
"WA5396728",0,4,22
"WA5396750",0,NA,NA
"WA5396800",0,34,11
"WA5396850",0,9,38
"WA5396876",0,7,59
"WA5396878",0,7,NA
"WA5396879",1,24,71
"WA5396882",0,NA,NA
"WA5396883",0,25,5
"WA5396887",0,17,82
"WA5396889",0,11,50
"WA5396891",0,NA,NA
"WA5396930",0,16,15
"WA5396950",0,18,30.35
"WA5397100",0,40,39.21
"WA5397110",0,24,24
"WA5397400",0,30,15
"WA5397440",0,15,8
"WA5397450",0,9,2
"WA5397500",0.41,29,46.11
"WA5397650",0,7,4.91
"WA5397750",0,8,17
"WA5397950",1,24,27
"WA5398000",0,53,1
"WA5398045",0,19,NA
"WA5398075",0,10,25
"WA5398128",0,NA,NA
"WA5398182",0,5,15
"WA5398183",0,11,50
"WA5398184",0,NA,NA
"WA5398187",0,NA,NA
"WA5398189",0,NA,NA
"WA5398200",0,16,69.03
"WA5398215",0,15,55
"WA5398230",0,9,15
"WA5398673",1,41,13
"WA5398684",0,4,22
"WA5399000",0,13,42.79
"WA5399150",0.57,49,64.59
"WA5399350",0,10,68.14
"WA5399550",0,12,21
"WA5399800",0,31,26
"WA53AA101",1,13,53
"WA53AA139",0,NA,NA
"WA53AA296",0,13,41
"WA53AA317",0,25,5
"WA53AA361",0,31,23
"WA53AA373",0,0,15
"WA53AA503",0,30,15
"WA53AA517",0,11,1
"WA53AA554",0,5,41
"WA53AA608",0,11,44
"WA53AA642",1,24,71
"WA53AA745",0,12,21.07
"WA53AA747",0,32,28
"WA53AA776",0,2,49
"WA53AA916",0,6,25
"WA53AB025",0,25,42
"WA53AB037",0,5,11
"WA53AB043",1,NA,NA
"WA53AB072",0,15,75
"WA53AB228",0,NA,NA
"WA53AB292",0,25,42
"WA53AB325",0,12,13.1
"WA53AB327",0,16,70
"WA53AB548",0,21,53
"WA53AB569",0,2,49
"WA53AB738",0,NA,NA
"WA53AB809",0,4,25
"WA53AB833",0,8,69
"WA53AB843",0,6,22
"WA53AB912",0.25,13,34.57
"WA53AB933",0.7,38,29.57
"WA53AB961",1,12,19
"WA53AC008",0,25,5
"WA53AC034",0,12,9
"WA53AC131",1,NA,NA
"WA53AC152",1,NA,NA
"WA53AC166",0,1,6
"WA53AC567",0,11,4
"WA53AC759",1,21,47
"WA53AC812",0,21,53
"WA53AC941",0,11,1
"WA53AC993",0,12,9
"WA53AD179",0,NA,NA
"WA53AD238",0,17,93
"WA53AD259",0,4,25
"WA53AD362",0,20,41.43
"WA53AD478",0,5,11
"WA53AD688",0,4,25
"WA53AD822",0,17,NA
"WA53AD861",0,16,70
"WA53AD882",1,44,69
"WA53AE050",0,21,1.72
"WA53AE120",0,NA,NA
"WA53FS165",1,22,59
"055295003",1,NA,NA
"055295012",0,25,55
"055295013",0,9,0
"055295015",0,35,2
"055295016",0,18,2
"055295102",1,18,79
"055295103",1,18,79
"055295104",1,18,79
"055295201",0,NA,NA
"055295205",1,18,35
"055295301",1,18,83
"055295310",1,18,83
"055295401",1,15,10
"055295504",1,8,20
"055295507",1,32,18
"055295508",0.4,11,34.38
"055295510",1,8,20
"055295601",1,22,55
"055295703",1,15,6
"055295704",0,37,1
"055295802",1,23,35
"055295901",0,NA,NA
"055295902",0,NA,NA
"WI1110037",0,25,50.69
"WI1110038",0,47,11.2
"WI1110039",0,43,69.03
"WI1110041",0,46,11
"WI1110049",0,31,8
"WI1110065",0,18,11
"WI1110066",0,31,41
"WI1110093",0,18,11
"WI1110098",0,38,17
"WI1110099",0,46,11
"WI1110100",0,31,40.99
"WI1110101",0,18,11
"WI1110103",0,18,2
"WI1110104",0,39,64.64
"WI1110107",0,18,2
"WI1110109",0,25,53
"WI1110110",0,25,53
"WI1110111",0,43,35
"WI1110112",0,43,35
"WI1110113",0,30,78.3
"WI1110123",0,18,2
"WI1110124",0,31,8
"WI1110125",0,38,39.06
"WI1110126",0,31,41
"WI1111017",0,29,21
"WI1130023",0,25,13
"WI1130074",0,30,19.22
"WI1130078",0,29,43.89
"WI1130209",0,34,10.63
"WI1130211",0,39,20
"WI1130214",0,30,21
"WI1130218",0,8,51.95
"WI1130219",0,20,27
"WI1130220",0,19,5
"WI1130221",0,16,27.4
"WI1130223",0,30,21
"WI1130224",0.13,29,34.56
"WI1130231",0.08,5,27.35
"WI1130232",1,7,63
"WI1130234",0,71,41
"WI1130235",0.44,6,7.93
"WI1130236",0.1,53,2
"WI1130237",0,24,41
"WI1130239",0,39,20
"WI1130240",0,39,20
"WI1130241",0,14,24.86
"WI1130242",0,13,17.88
"WI1130244",0,1,NA
"WI1130245",0,48,42.87
"WI1130246",0,19,5
"WI1130247",0,23,52
"WI1130248",0,9,18
"WI1130250",0,16,17.31
"WI1130251",0,15,27
"WI1130253",0,29,11
"WI1130258",0,12,36.07
"WI1130259",0,7,41.04
"WI1130265",0,9,26.49
"WI1130266",0,6,6
"WI1130267",0,19,5
"WI1130278",0,19,14
"WI1131004",0,9,18
"WI1132442",0,6,6
"WI1132499",0,6,6
"WI1132500",0,5,NA
"WI1132557",0,5,NA
"WI1133471",0.25,5,50.99
"WI1140016",0,40,25
"WI1140057",0,41,46
"WI1140058",0,45,56
"WI1140059",0.18,46,66.81
"WI1140131",0,51,57.56
"WI1140135",0,35,49
"WI1140139",0,33,42
"WI1140140",0,37,21
"WI1140142",0,41,7
"WI1140144",0,NA,34
"WI1140145",0,48,34
"WI1140146",0,50,48
"WI1140147",0,NA,NA
"WI1140148",0,40,25
"WI1140150",0,43,10
"WI1140151",0,33,42
"WI1140152",0,49,25
"WI1140153",0,49,25
"WI1140154",0,33,42
"WI1140155",0,49,3
"WI1140156",0,49,3
"WI1140162",0,NA,NA
"WI1140439",0,31,NA
"WI1140854",0,NA,NA
"WI1220047",0,38,51.12
"WI1220084",0,44,14
"WI1220085",0,44,14
"WI1220087",0,35,60
"WI1220088",0,33,57
"WI1220089",0,35,60
"WI1220090",0,NA,NA
"WI1220091",0,44,17
"WI1220092",0,38,55.11
"WI1220094",0,38,59
"WI1220096",0,33,57
"WI1220100",0,29,32
"WI1220102",0,29,32
"WI1220103",0,29,32.3
"WI1220105",0,29,32
"WI1220107",0,43,50
"WI1220109",0,39,49.97
"WI1220110",0.91,44,45.57
"WI1220111",0,44,14
"WI1220112",0.91,44,46.96
"WI1220113",0,44,14
"WI1220115",0,33,33
"WI1220117",0,35,14
"WI1220118",0,30,33.54
"WI1220120",0,35,14
"WI1230071",0,34,67
"WI1230072",0,40,35.22
"WI1230075",0,19,11.31
"WI1230076",0,47,12
"WI1230077",0,47,12
"WI1230078",0,45,53.42
"WI1230081",0,34,67
"WI1230083",0,25,13.08
"WI1230084",0,42,23
"WI1250073",0,26,10
"WI1250074",0,41,18
"WI1250075",0,38,4
"WI1250076",0,44,30
"WI1250079",0,30,54
"WI1250080",0,41,18
"WI1250081",0,38,4
"WI1250082",0,44,30
"WI1250084",0,51,70
"WI1250086",0,44,30
"WI1250087",0,38,4
"WI1250207",0,26,10
"WI1250238",0,44,30
"WI1250272",0,51,70
"WI1250318",0,NA,NA
"WI1280044",0.13,46,39.63
"WI1280055",0,24,21
"WI1280101",0,29,1
"WI1280103",0.32,43,49.43
"WI1280104",0,41,62.47
"WI1280106",0,25,22
"WI1280107",0,25,22.82
"WI1280108",0,28,21
"WI1280109",1,18,35
"WI1280112",0,34,NA
"WI1280114",0,31,21
"WI1280115",0,35,20.15
"WI1280116",0,32,2
"WI1280120",0,29,1
"WI1280126",0,NA,NA
"WI1280127",0,NA,NA
"WI1281056",0,29,1
"WI1281099",0,24,21
"WI1281100",0,24,21
"WI1281122",0,24,21
"WI1281138",0,24,21
"WI1330068",0,58,18
"WI1330069",0,34,3
"WI1330070",0,53,13
"WI1330071",0,54,14.95
"WI1330073",0,49,47.3
"WI1330074",0,48,6
"WI1330076",0,53,12.68
"WI1330077",0,48,6
"WI1330078",0,48,6
"WI1530060",0.98,54,21.81
"WI1530061",0,36,43
"WI1530064",0,37,43
"WI1530068",0,51,48.49
"WI1530069",0,37,14.5
"WI1530071",1,55,22
"WI1540047",0,39,27
"WI1540111",0,NA,NA
"WI1540112",0.27,55,73.57
"WI1540114",0,48,77
"WI1540115",0,48,77
"WI1540116",0,24,1
"WI1540118",0,13,15
"WI1540119",0,50,41.16
"WI1540121",0,39,27
"WI1540124",0,39,27
"WI1540125",0,43,3
"WI1540126",0,12,52
"WI1540127",0.17,33,50.75
"WI1540130",0,33,42
"WI1540132",0,43,3
"WI1540135",0,NA,NA
"WI1540167",0,24,1
"WI1570085",0,35,52.13
"WI1570086",0,9,0
"WI1570092",0,49,2
"WI1570093",0,30,20
"WI1570094",0,30,20
"WI1570096",0,27,38
"WI1570097",0,30,20
"WI1570098",0,49,2
"WI1570099",0,30,20
"WI1570100",0,30,18
"WI1570102",0.47,27,73.21
"WI1570104",0,27,38
"WI1570105",0,34,29.9
"WI1570109",0,27,51
"WI1570112",0,24,63.03
"WI1570113",0,28,11
"WI1570503",0,27,38
"WI1570664",0,9,0
"WI1570748",0,31,41
"WI1570849",0,28,11
"WI1571232",0,27,38
"WI1571282",0,27,51
"WI2300046",0.21,43,64.99
"WI2300050",0,19,34
"WI2300103",0,35,56
"WI2300106",0,19,34
"WI2300117",0,4,59
"WI2300118",0,12,72.75
"WI2300145",0,32,14
"WI2300146",0,32,45.64
"WI2300151",0,32,34.99
"WI2300152",0,32,40.83
"WI2300156",0,39,22
"WI2300163",0,39,22
"WI2300166",0,19,34
"WI2300167",0,15,49.14
"WI2300172",1,31,NA
"WI2300175",0,39,22
"WI2300177",0,26,50
"WI2300498",0,NA,NA
"WI2300619",0,32,35.61
"WI2300767",0,22,37.33
"WI2300854",0,39,22
"WI2300903",0,30,23.39
"WI2301035",0,32,49.65
"WI2301421",0,20,34.77
"WI2410100",0.71,78,70.61
"WI2410144",0.24,55,57.85
"WI2410168",0,22,32
"WI2410169",0.3,52,64.84
"WI2410172",0,13,48.13
"WI2410556",0,42,21.24
"WI2410563",0,14,29.46
"WI2410571",0,22,47.11
"WI2410575",0,36,35
"WI2410584",0,62,2.05
"WI2410589",0.59,41,61.62
"WI2410595",0.07,64,75.3
"WI2410596",0.01,72,39.87
"WI2410597",0,85,0.89
"WI2410602",0,NA,NA
"WI2410607",0.01,72,17.52
"WI2413464",0,16,30
"WI2413515",0,68,10.56
"WI2460054",0,36,42.05
"WI2460066",0,7,0
"WI2460067",0,42,33
"WI2460107",0,35,17
"WI2460108",0,30,21.19
"WI2460109",0,26,36
"WI2460111",0,26,17.56
"WI2460112",0,26,11.37
"WI2460118",0,24,13
"WI2460120",0,24,13
"WI2460124",0,43,20
"WI2460132",0,27,8
"WI2460134",0,24,26.54
"WI2460137",0,42,33
"WI2460140",0,NA,NA
"WI2460141",0,42,33
"WI2460142",0,24,27
"WI2460143",0,40,30.29
"WI2460145",0,42,33
"WI2460147",0,80,0
"WI2460148",0,42,33
"WI2460150",0,41,31.38
"WI2460152",0,42,33
"WI2460154",0,42,33
"WI2460158",0,42,33
"WI2460640",0,42,33
"WI2460680",0,27,8
"WI2460685",0,16,28
"WI2460705",0,7,0
"WI2460781",0,7,0
"WI2460791",0,7,0
"WI2460794",0,24,12.63
"WI2460796",0,7,0
"WI2460817",0,24,9
"WI2460823",0,42,33
"WI2460824",0,24,9
"WI2460955",0,24,9
"WI2460973",0,24,9
"WI2520062",0.14,52,57.31
"WI2520102",0,30,87
"WI2520175",0,35,57
"WI2520177",0,34,50.2
"WI2520184",0,18,44.56
"WI2520191",0,12,19
"WI2520193",0,27,12.52
"WI2520196",0,30,87
"WI2520199",0,17,42
"WI2520200",0,36,66
"WI2520201",0,27,47
"WI2520202",0,21,14.14
"WI2520204",0,NA,NA
"WI2650056",0.43,32,62.85
"WI2650057",0,39,49
"WI2650058",0,36,50
"WI2650060",0,34,51.37
"WI2650062",0,31,67.67
"WI2650066",0,36,38.07
"WI2650113",0.35,35,41.16
"WI2650116",0,39,49
"WI2650123",0,33,50.6
"WI2650124",0,27,18
"WI2650127",0,27,38
"WI2650128",0,35,52
"WI2650143",0,30,48.46
"WI2650145",0,39,49
"WI2650146",0,27,18
"WI2650148",0,39,54
"WI2650149",0,35,52
"WI2650150",0,46,34
"WI2650157",0,41,69
"WI2650494",0,25,38
"WI2650907",0,27,16
"WI2650929",0,40,60
"WI2651216",0,25,38
"WI2651469",0,37,44.1
"WI2651536",0,27,16
"WI2651598",0,40,60
"WI2670063",0,20,64
"WI2670104",0,31,19
"WI2670105",0,9,35.21
"WI2670110",0,31,46.96
"WI2670111",0,9,24.69
"WI2670112",0,31,42
"WI2670115",0,23,33
"WI2670116",0,23,35.72
"WI2670120",0,28,39.09
"WI2670123",0,20,64
"WI2671738",0,17,50
"WI2671748",0,15,13
"WI2680082",0.04,24,26.62
"WI2680191",0,42,35
"WI2680195",0,11,69
"WI2680197",0,11,69
"WI2680198",0,20,8
"WI2680205",0,14,12.62
"WI2680209",0,20,36.9
"WI2680213",0,9,18
"WI2680214",0,8,64
"WI2680216",0,19,NA
"WI2680217",0,21,26.52
"WI2680218",0,26,25
"WI2680225",0,34,18.85
"WI2680227",0,26,49.26
"WI2680228",0,12,NA
"WI2680229",0,17,41.25
"WI2680232",0,11,9
"WI2680233",0,12,18.2
"WI2680238",0.06,26,41.76
"WI2680239",0,14,21.9
"WI2680247",0,25,27.05
"WI2680249",0,30,50
"WI2680253",0,27,27.99
"WI2680261",0,24,18.82
"WI2680277",0,23,18
"WI2680290",0,23,4
"WI2680624",0,19,47
"WI2680761",0,21,10
"WI2680806",0,22,81.53
"WI2680862",0,29,19.77
"WI2681086",0,36,35
"WI2681104",0,21,7
"WI2681741",0,17,31.84
"WI2682229",0,42,33
"WI2682512",0,25,22.93
"WI2682639",0,12,52
"WI2682761",0,16,1
"WI2682795",0,15,8.95
"WI2683331",0,21,83
"WI2683440",0,26,25
"WI2684360",0,33,14
"WI2684642",0,21,7
"WI2684746",0,11,NA
"WI2685210",0,10,15
"WI2685747",0,9,46
"WI2685812",0,21,9.58
"WI2685839",0,26,25
"WI2685951",0,21,7
"WI2686008",0,35,46
"WI2686325",0,14,7.86
"WI2686481",0,12,52
"WI4050071",0,10,3.43
"WI4050351",0,33,29
"WI4050355",0,21,24.13
"WI4050356",0.34,38,47.48
"WI4050453",0,19,33.1
"WI4050455",0,37,42.85
"WI4050456",0.33,10,39.42
"WI4050459",0.02,2,25.48
"WI4050464",0,16,9.15
"WI4050466",0,17,7.13
"WI4050468",0,11,27.9
"WI4050726",0,37,15
"WI4051031",0,8,9
"WI4051141",0,29,24.01
"WI4051418",0,16,40.06
"WI4051625",0,4,21
"WI4051698",0,4,21
"WI4051769",0,4,21
"WI4052077",0,4,21
"WI4080076",0,5,18.21
"WI4080221",0,36,41
"WI4080222",0,46,55.8
"WI4080268",0,40,6
"WI4080269",0,45,28
"WI4080270",0,47,55.67
"WI4080271",0,11,1
"WI4080274",0,47,57
"WI4080377",0,36,41
"WI4080407",0,40,6
"WI4150000",0,32,23
"WI4150064",0,35,32.24
"WI4150213",0,17,NA
"WI4150510",0,22,55.3
"WI4150526",0,33,68.75
"WI4151196",0,17,NA
"WI4151845",0,17,NA
"WI4190087",0,30,31
"WI4190155",0,30,31
"WI4200402",0,56,7
"WI4200405",0,23,46.7
"WI4200461",0,36,8
"WI4200462",0,37,8
"WI4200463",0,56,7
"WI4200465",0,19,8
"WI4200469",0.17,42,46.25
"WI4200474",0,47,6
"WI4200475",0,37,8
"WI4200476",0,41,36.77
"WI4200477",0,47,6
"WI4200484",0,37,8
"WI4200485",0,25,43.67
"WI4200489",0,36,8
"WI4200490",0,36,8
"WI4200798",0,22,50
"WI4240216",0,45,64.41
"WI4240217",0,32,51
"WI4240218",0,43,43
"WI4240219",0,45,66.68
"WI4240221",0,32,51
"WI4240223",0,32,51
"WI4310280",0,54,42
"WI4310281",0,49,32
"WI4310282",0,30,5
"WI4310284",0,41,NA
"WI4360364",0.42,55,57.6
"WI4360426",0,42,20
"WI4360427",0,41,26.74
"WI4360429",0,41,6
"WI4360430",0,38,9
"WI4360431",0,44,18
"WI4360433",0,40,9
"WI4360434",0,38,9
"WI4360436",0.08,57,52.36
"WI4360437",0,40,9
"WI4360439",0,40,9
"WI4360441",0,43,13
"WI4360447",0,NA,NA
"WI4360640",0,NA,NA
"WI4380395",0.94,61,56.22
"WI4380411",0,20,61
"WI4380436",0,39,14
"WI4380438",1,23,65
"WI4380439",0,28,69
"WI4380440",1,21,NA
"WI4380442",0,39,72
"WI4380444",0,39,14
"WI4380445",1,21,50
"WI4390009",0,24,76
"WI4390175",0,26,49.5
"WI4390281",0,29,61
"WI4390287",0,29,21
"WI4390542",0,30,28
"WI4430148",0,23,26
"WI4430490",0,48,32
"WI4430493",0,41,23
"WI4430495",0.39,45,59.3
"WI4430496",0,36,75
"WI4430498",1,26,63
"WI4430499",1,23,50.71
"WI4430506",0,12,20
"WI4450117",0,11,20.6
"WI4450278",0,7,25.3
"WI4450333",0.06,39,43.84
"WI4450336",0.06,35,55.29
"WI4450337",0,28,44
"WI4450338",0,24,43.57
"WI4450342",0,35,70.49
"WI4450408",0,30,4
"WI4450409",0,8,29
"WI4450411",0,34,18
"WI4450414",0,45,12
"WI4450415",0,30,4
"WI4450421",0,14,NA
"WI4450429",0,16,66.18
"WI4450867",0,45,12
"WI4451167",0,4,9
"WI4451607",0,14,NA
"WI4451651",0,7,41
"WI4451734",0,21,NA
"WI4590449",0,39,62
"WI4590450",0,41,30
"WI4590451",1,32,18.02
"WI4590454",1,32,18
"WI4590455",0,44,21
"WI4590456",0,43,80.94
"WI4590457",0,25,49.8
"WI4590462",0,44,21
"WI4590465",0,39,62
"WI4600354",0.17,51,51.3
"WI4600355",0,42,60
"WI4600403",0,20,22.74
"WI4600435",0,40,47.4
"WI4600436",0,46,25
"WI4600437",0,35,5
"WI4600439",0,30,25
"WI4600440",0,39,4
"WI4600444",0,18,23
"WI4600445",0,35,5.51
"WI4600446",0,36,72.5
"WI4600447",0,16,24
"WI4600449",0,37,8
"WI4600454",0,25,63
"WI4600455",0,34,71.69
"WI4600456",0,46,25
"WI4600487",0,17,24
"WI4690321",0,NA,NA
"WI4690345",0,36,21
"WI4690391",0,42,56.08
"WI4690393",0,44,59
"WI4690394",0,37,47
"WI4690395",0,28,90.47
"WI4690396",0,44,58.82
"WI4690398",0,36,66.57
"WI4690402",0,46,83.53
"WI4690403",0,46,69
"WI4690405",0,30,33
"WI4700125",0,36,67
"WI4700265",1,30,32
"WI4700267",1,30,32
"WI4700268",0,36,67
"WI4700269",0,31,NA
"WI4700271",1,26,44
"WI4700282",0,29,26
"WI4700718",0,32,70
"WI4710334",0.15,43,47.11
"WI4710348",0.11,40,39.72
"WI4710354",0,27,24
"WI4710357",0,34,42
"WI4710358",0.03,8,51.14
"WI4710453",0.32,17,61.26
"WI4710457",0.1,44,52.06
"WI4710458",0,27,24
"WI4710459",0,37,20
"WI4711611",0,9,39.34
"WI6030124",0,35,33
"WI6030125",0,42,77
"WI6030127",0,30,48
"WI6030128",0,36,10
"WI6030129",0,33,57
"WI6030132",0,30,50
"WI6030135",0,40,61
"WI6030138",0,34,58.05
"WI6030142",0,35,35.54
"WI6030143",0,21,5
"WI6030961",0,33,57
"WI6060192",0,44,15
"WI6060193",0,46,84
"WI6060226",0,36,2
"WI6060227",0,36,2
"WI6060228",0,39,23
"WI6060230",0,NA,NA
"WI6060232",0,44,15
"WI6090445",0,42,44
"WI6090448",0,42,44
"WI6090449",0,36,3
"WI6090450",0,36,3
"WI6090454",0,20,4
"WI6090456",0.43,37,52.22
"WI6090458",0,39,31
"WI6090459",0,20,4
"WI6090461",0,25,25.22
"WI6090462",0,42,16.3
"WI6090849",0,27,46.32
"WI6100283",0,50,21
"WI6100326",1,35,68
"WI6100327",1,40,22
"WI6100328",1,40,9
"WI6100329",1,40,4
"WI6100330",0,50,54
"WI6100334",0,50,21
"WI6100336",1,35,68
"WI6100337",0,51,32
"WI6100339",0,50,21
"WI6100340",1,40,4
"WI6120109",0,25,34
"WI6120243",0,30,36
"WI6120244",1,40,71
"WI6120246",0.01,33,28
"WI6120250",0,43,44.98
"WI6120251",0,33,28
"WI6120252",1,40,71
"WI6120253",0,25,34
"WI6170260",0,35,13
"WI6170261",0,26,26
"WI6170263",0,31,5
"WI6170264",0,28,15
"WI6170265",0,28,15
"WI6170267",0,35,13
"WI6170268",0,27,60.19
"WI6170270",0,14,NA
"WI6170271",0,NA,NA
"WI6170274",0,35,13
"WI6170276",0,14,NA
"WI6170385",0,37,1
"WI6170445",0,31,5
"WI6170686",0,26,26
"WI6180230",0.14,34,51.77
"WI6180231",1,43,52
"WI6180280",0.02,16,68.02
"WI6180281",0,10,NA
"WI6180286",0,NA,NA
"WI6180287",0,10,NA
"WI6180288",0,10,NA
"WI6180291",0,20,8
"WI6180295",0.99,43,51.94
"WI6180296",0,35,11
"WI6180298",0,14,11
"WI6180299",0,28,15
"WI6180513",0,20,NA
"WI6270004",0,37,18
"WI6270244",0,34,83.23
"WI6270287",0,NA,NA
"WI6270289",0,34,3
"WI6270292",0,37,18
"WI6270293",0,34,3
"WI6270294",0,28,32
"WI6270297",0,37,18
"WI6270298",0,28,32
"WI6270299",0,32,79.46
"WI6320233",0,33,2
"WI6320306",0,6,22
"WI6320307",0,30,24
"WI6320308",0,41,33
"WI6320309",0.12,47,58.98
"WI6320310",0,13,84
"WI6320311",0,39,39.13
"WI6320315",0,14,6
"WI6320316",0,30,24
"WI6320318",0,30,24
"WI6320319",0,23,87
"WI6320323",0,63,31
"WI6320326",0,33,2
"WI6320327",0,14,29.65
"WI6320333",0,33,2.29
"WI6320334",0,29,73.34
"WI6320336",0,14,6
"WI6320484",0,30,24
"WI6320638",0,27,50
"WI6420069",0,32,17
"WI6420254",0.53,32,78.09
"WI6420294",0,29,12
"WI6420295",0,32,17
"WI6420296",1,44,6
"WI6420297",0,31,66.08
"WI6420299",0,24,60
"WI6420302",0,24,50
"WI6420305",0,23,13
"WI6420306",1,44,6
"WI6420307",0,24,50
"WI6470107",0,37,13
"WI6470140",0,37,13
"WI6470141",0,43,29
"WI6480153",0,30,10
"WI6480239",0,36,25
"WI6480240",0,46,20
"WI6480243",0,13,29
"WI6480244",0,13,29
"WI6480246",0,24,48.48
"WI6480249",0,48,14.79
"WI6480250",0,49,14
"WI6480372",0,46,20
"WI6480403",0,NA,NA
"WI6490328",0,33,87
"WI6490330",0,20,34
"WI6490332",0,29,57
"WI6490334",0,32,59
"WI6490335",0,32,59
"WI6490336",0,29,57
"WI6490337",1,35,66
"WI6490338",0,32,53
"WI6490339",0,30,36
"WI6490341",0,18,24
"WI6490342",0,18,24
"WI6490343",0,29,57
"WI6560087",0,16,32.1
"WI6560119",0,24,41
"WI6560120",0,42,32
"WI6560121",0,16,48
"WI6560122",0,14,33
"WI6560126",0,19,52.51
"WI6560128",0,16,23
"WI6560134",0,16,48
"WI6560136",0,14,33
"WI6560137",0,14,33
"WI6560138",0,24,41
"WI6560140",0,13,29
"WI6560141",0,16,23
"WI6560143",0,12,68
"WI6560259",0,42,32
"WI6560886",0,16,23
"WI6620165",0,22,1
"WI6620270",0,38,31
"WI6620271",0,41,33
"WI6620273",0,41,33
"WI6620274",0,49,62
"WI6620275",0,37,43
"WI6620276",0,33,18
"WI6620319",1,37,36
"WI6620325",0,22,1
"WI6620328",0,40,21
"WI6620329",0,37,43
"WI6620331",0,38,31
"WI6620332",0,22,1
"WI6620579",0,37,43
"WI6630251",0,37,7
"WI6630252",0,37,7
"WI6630254",0,30,36
"WI6630256",0.59,47,10.38
"WI6630257",1,46,3
"WI6630258",1,34,38
"WI6630259",1,34,38
"WI6630261",1,40,8
"WI6630262",0,30,36
"WI6630263",0,40,81
"WI6630267",0,45,30
"WI6630268",0,30,36
"WI6630269",1,49,17.55
"WI7010072",1,10,33
"WI7010105",0,30,28
"WI7010107",1,25,82
"WI7010108",0,3,NA
"WI7010110",1,25,82
"WI7010113",0,15,34
"WI7010114",1,16,82
"WI7010423",0.94,13,64.25
"WI7010424",1,13,67
"WI7010425",1,12,53.4
"WI7210105",1,30,65
"WI7210107",0.48,26,58.31
"WI7210108",0.31,30,63.83
"WI7210110",1,30,65
"WI7290120",0,NA,NA
"WI7290121",0,32,14
"WI7290122",0,51,65.4
"WI7290124",0,25,55
"WI7290127",0,29,57
"WI7290129",0,45,55.08
"WI7290130",1,23,32
"WI7290132",0,29,57
"WI7290134",0,29,57
"WI7290136",0,52,67
"WI7290137",0,52,67
"WI7290294",0,29,57
"WI7290549",0,32,14
"WI7340086",0.5,58,63.53
"WI7340117",0,24,53
"WI7340118",1,21,40.76
"WI7350094",0,27,20
"WI7350121",0,24,48
"WI7350123",0,53,77.78
"WI7350124",0,27,15
"WI7350127",0,38,81.09
"WI7370102",0.43,51,48.19
"WI7370107",0,31,5
"WI7370108",0,25,46
"WI7370148",0.59,36,65.28
"WI7370149",0,43,11
"WI7370150",0,37,7
"WI7370151",0,37,7
"WI7370157",0,26,10
"WI7370158",0,27,16
"WI7370159",0,24,18.03
"WI7370161",0.03,34,39.82
"WI7370162",0.99,46,31
"WI7370163",0.08,12,37.5
"WI7370168",0,30,3
"WI7370169",0.63,37,64.62
"WI7370540",0,25,46
"WI7370660",0,18,60
"WI7371256",0,27,14
"WI7371500",0,27,16
"WI7371700",0,13,28
"WI7372480",0,13,28
"WI7440115",0,NA,NA
"WI7440116",0,15,40.98
"WI7440118",0,27,42
"WI7440126",0.4,46,68.19
"WI7440129",0,23,34.75
"WI7440144",0,12,NA
"WI7440812",0,19,46
"WI7441240",0,14,57
"WI7500094",0,22,11
"WI7500127",0,31,1
"WI7500133",0,NA,NA
"WI7500136",0,15,48.23
"WI7500138",0,10,NA
"WI7500141",0,38,38.09
"WI7500146",0,28,9
"WI7500269",0,31,1
"WI7500726",0,8,30.31
"WI7501175",0,28,9
"WI7640083",0,26,48
"WI7640112",0,26,70
"WI7640113",0,26,48
"WI7640114",0,26,70
"WI7640118",0,14,57
"WI7641357",0,NA,NA
"WI7641621",0,27,42
"WI7720108",0.37,39,68.66
"WI7720112",0,35,2
"WI7720113",0,47,42
"WI7720134",0,29,NA
"WI7720165",0,37,44.63
"WI7720167",0,10,18
"WI7720169",0,47,42
"WI7720171",0.91,38,84
"WI7720537",0,38,30
"WI7720851",0,NA,NA
"WI7720994",0,38,30
"WI8020373",1,57,60.82
"WI8020375",1,39,35
"WI8020376",1,39,35
"WI8020378",1,43,NA
