"pwsid","pws_name","primacy_agency","pop_cat_5","population_served_count","service_connections_count","service_area_type","symbology_field","detailed_facility_report","ewg_report_link","epic_area_mi2"
"CT1220011","Aquarion-Salisbury","CT","501-3,300",1932,1045,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1220011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1220011",4.8
"CT1220061","Salisbury School","CT","501-3,300",520,30,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1220061&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1220061",0.22
"CT1221031","Chatfield Hill Assn., Inc.","CT","<=500",68,15,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1221031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1221031",0.13
"CT1240011","Aquarion-Valley","CT","10,001-100,000",13080,5465,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1240011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1240011",11.63
"CT1250011","Sharon Water & Sewer Commission","CT","501-3,300",803,391,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1250011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1250011",2.02
"CT1250021","Sharon Ridge Apartments","CT","<=500",62,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1250021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1250021",0.1
"CT1270021","Aquarion-Timber Trails","CT","<=500",310,122,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1270021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1270021",1.08
"CT1280011","Tariffville Fire District Water Dept","CT","501-3,300",1477,504,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1280011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1280011",0.65
"CT1280021","Aquarion-Simsbury Regional","CT","10,001-100,000",14691,5747,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1280021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1280021",16.4
"CT1280051","Ethel Walker School","CT","<=500",325,35,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1280051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1280051",0.45
"CT1299031","Hazardville - Rye Hill System","CT","<=500",352,133,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1299031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1299031",0.76
"CT1300011","Southbury Training School","CT","501-3,300",816,100,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1300011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1300011",0.97
"CT1300021","Heritage Water Company","CT","3,301-10,000",7300,3415,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1300021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1300021",11.32
"CT1300031","Aquarion-Lakeside","CT","<=500",455,201,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1300031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1300031",0.48
"CT1300071","Oakdale Manor Water Association","CT","<=500",40,10,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1300071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1300071",0.15
"CT1310011","Southington Water Department","CT","10,001-100,000",43069,13665,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1310011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1310011",23.86
"CT1310031","Apple Valley Village","CT","<=500",70,41,"Mobile Home Park - Principal Residence","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1310031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1310031",0.07
"CT1330021","Sprague Water & Sewer Authority","CT","501-3,300",1058,250,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1330021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1330021",0.64
"CT1340011","Ctwc - Northern Reg-Stafford System","CT","<=500",0,1006,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1340011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1340011",3.18
"CT1340032","Johnson Memorial Hospital, Inc","CT","<=500",250,8,"Other Residential","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1340032&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1340032",0.2
"CT1341303","Stafford Hollow Water Association","CT","<=500",429,14,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=CT1341303&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1341303",0.49
"CT1350011","Aquarion-Stamford","CT",">100,000",119214,21259,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=CT1350011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1350011",0.4
"CT1360011","Sterling Water System","CT","<=500",308,90,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1360011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1360011",0.68
"CT1370011","Aquarion-Mystic","CT","10,001-100,000",10788,5077,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1370011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1370011",11.04
"CT1370051","Ctwc - Shoreline Region-Masons Island","CT","<=500",445,190,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1370051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1370051",0.8
"CT1370071","Aquarion-Arlington Acres","CT","<=500",392,150,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1370071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1370071",0.19
"CT1390021","Aquarion-Suffield","CT","501-3,300",595,231,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1390021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1390021",1.06
"CT1400011","Ctwc - Naugatuck Reg-Thomaston System","CT","3,301-10,000",3789,1556,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1400011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1400011",3.45
"CT1410011","Ctwc - Thompson System","CT","501-3,300",1070,471,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1410011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1410011",1.4
"CT1410051","Marianapolis Prep School - St Johns","CT","<=500",128,1,"Other Residential","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1410051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1410051",0.06
"CT1410661","Thompson Hill Water Co - Paula Lane Div","CT","<=500",85,25,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1410661&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1410661",0.12
"CT1411041","Quinebaug Mobile Home Park","CT","<=500",205,84,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1411041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1411041",0.19
"CT1419071","Justice Resource Institute, Inc.","CT","<=500",56,2,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1419071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1419071",0.08
"CT1419081","Marianapolis Prep School - St Alberts","CT","<=500",51,3,"Other Residential","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1419081&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1419081",0.05
"CT1420021","Baxter Farms Community Water Assoc","CT","<=500",175,42,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1420021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1420021",0.19
"CT1420041","Woodland Summit Community Water Assn","CT","<=500",216,53,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1420041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1420041",0.24
"CT1420081","Eastview Kozley Water Association","CT","<=500",60,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1420081&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1420081",0.12
"CT1423011","Tolland Water Department","CT","501-3,300",1251,434,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1423011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1423011",2.95
"CT1429171","Village At Crystal Springs","CT","<=500",25,60,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1429171&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1429171",0.19
"CT1429191","Tolland Water Dept - Torry Road","CT","<=500",204,51,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1429191&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1429191",0.72
"CT1429201","Ivy Woods","CT","<=500",207,6,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1429201&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1429201",0.08
"CT1430011","Torrington Water Company","CT","10,001-100,000",37915,9829,"Wholesaler of Water","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1430011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1430011",18.31
"CT1440021","Tashua Village Association, Inc.","CT","<=500",35,8,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1440021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1440021",0.07
"CT1462011","Ctwc - Northern Reg-Reservoir Heights","CT","<=500",62,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1462011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1462011",0.1
"CT1463011","Vernon Village Inc.","CT","<=500",430,206,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1463011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1463011",0.16
"CT1470011","Ctwc - Sdc Water","CT","<=500",216,54,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1470011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1470011",0.17
"CT1479021","Voluntown Housing Authority","CT","<=500",42,4,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1479021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1479021",0.06
"CT1480011","Wallingford Water Department","CT","10,001-100,000",37267,13204,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1480011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1480011",22.57
"CT1490021","Arrow Point Water Co","CT","<=500",84,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1490021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1490021",0.2
"CT1500011","New Preston Water Co","CT","<=500",139,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1500011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1500011",0.15
"CT1500021","Aquarion-Judea Main","CT","<=500",219,83,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1500021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1500021",0.49
"CT1500031","Bee Brook Crossing Condominiums","CT","<=500",120,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1500031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1500031",0.11
"CT1500051","The Frederick Gunn School, Inc.","CT","<=500",300,19,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1500051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1500051",0.35
"CT1500091","Aquarion-Judea Depot","CT","<=500",68,50,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1500091&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1500091",0.18
"CT1500321","Dodge Farm","CT","<=500",42,14,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1500321&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1500321",0.06
"CT1500341","Aquarion-Quarry Ridge","CT","<=500",84,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1500341&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1500341",0.11
"CT1501111","Rumsey Hall School","CT","<=500",398,15,"School","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1501111&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1501111",0.21
"CT1510011","Waterbury Water Department","CT",">100,000",107271,26915,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1510011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1510011",24.96
"CT1520061","Waterford Country School, Inc.","CT","<=500",180,25,"School","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1520061&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1520061",0.34
"CT1520071","Waterford Wpca","CT","10,001-100,000",16578,6860,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1520071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1520071",17.03
"CT1530011","Watertown Fire District","CT","3,301-10,000",6718,2131,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1530011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1530011",3.01
"CT1530021","Watertown Water & Sewer Authority","CT","3,301-10,000",9972,3735,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1530021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1530021",7.26
"CT1539031","Watertown Water & Sewer - Westgate","CT","501-3,300",600,150,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1539031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1539031",0.44
"CT1548011","Safe Harbor, Inc.","CT","<=500",50,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1548011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1548011",0.06
"CT1570011","Weston Water Supply","CT","<=500",100,30,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1570011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1570011",0.44
"CT1600031","Woodhaven Apartments","CT","<=500",489,131,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1600031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1600031",0.12
"CT1600041","Walden Apartments","CT","<=500",276,110,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1600041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1600041",0.12
"CT1600051","Ridgeview Heights","CT","<=500",96,48,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1600051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1600051",0.08
"CT1600061","North Willington Village Condo Assoc.","CT","<=500",66,27,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1600061&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1600061",0.07
"CT1600071","Deer Park Apartments","CT","<=500",125,45,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1600071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1600071",0.08
"CT1600101","Natural Park Apartments","CT","<=500",60,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1600101&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1600101",0.05
"CT1606111","Willington Ridge Condos - System #1","CT","<=500",102,11,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1606111&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1606111",0.06
"CT1606211","Willington Ridge Condos - System #2","CT","<=500",102,23,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1606211&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1606211",0.06
"CT1609111","Ctwc - Riversedge Division","CT","<=500",179,49,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1609111&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1609111",0.29
"CT1609141","Willington Senior Center & Housing","CT","<=500",327,1,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT1609141&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT1609141",0.08
